'[17:07:31.100]',0.485,0.430,1.070,0.235,1.440,62.989
'[17:07:31.108]',0.490,0.425,1.081,0.235,1.434,62.755
'[17:07:31.116]',0.495,0.420,1.085,0.236,1.426,62.481
'[17:07:31.124]',0.505,0.415,1.095,0.237,1.418,62.286
'[17:07:31.132]',0.510,0.410,1.105,0.239,1.409,62.130
'[17:07:31.140]',0.515,0.405,1.121,0.241,1.400,61.856
'[17:07:31.148]',0.525,0.400,1.146,0.244,1.391,61.661
'[17:07:31.156]',0.530,0.395,1.170,0.246,1.379,61.543
'[17:07:31.164]',0.540,0.390,1.201,0.248,1.365,61.348
'[17:07:31.172]',0.550,0.380,1.235,0.251,1.349,61.114
'[17:07:31.180]',0.560,0.375,1.266,0.253,1.331,60.879
'[17:07:31.188]',0.570,0.365,1.291,0.256,1.313,60.606
'[17:07:31.196]',0.585,0.360,1.305,0.259,1.293,60.371
'[17:07:31.204]',0.595,0.355,1.305,0.262,1.273,60.254
'[17:07:31.212]',0.600,0.350,1.286,0.265,1.252,60.567
'[17:07:31.220]',0.605,0.350,1.255,0.268,1.233,61.973
'[17:07:31.228]',0.610,0.350,1.210,0.270,1.212,65.256
'[17:07:31.236]',0.605,0.350,1.150,0.272,1.193,70.570
'[17:07:31.244]',0.600,0.355,1.085,0.275,1.178,77.252
'[17:07:31.252]',0.590,0.355,1.016,0.277,1.166,84.441
'[17:07:31.260]',0.580,0.365,0.950,0.279,1.152,91.748
'[17:07:31.268]',0.565,0.375,0.896,0.280,1.137,99.290
'[17:07:31.276]',0.550,0.385,0.860,0.282,1.122,106.753
'[17:07:31.284]',0.535,0.395,0.835,0.283,1.108,113.201
'[17:07:31.292]',0.525,0.400,0.815,0.284,1.094,118.320
'[17:07:31.300]',0.515,0.405,0.811,0.285,1.080,121.915
'[17:07:31.308]',0.510,0.410,0.805,0.285,1.067,124.064
'[17:07:31.316]',0.505,0.415,0.800,0.285,1.056,124.884
'[17:07:31.324]',0.505,0.415,0.805,0.285,1.045,124.611
'[17:07:31.332]',0.510,0.415,0.805,0.285,1.036,123.478
'[17:07:31.340]',0.510,0.415,0.811,0.285,1.032,121.875
'[17:07:31.348]',0.510,0.415,0.815,0.284,1.030,119.883
'[17:07:31.356]',0.510,0.415,0.820,0.283,1.027,117.616
'[17:07:31.364]',0.510,0.415,0.820,0.281,1.024,115.311
'[17:07:31.372]',0.505,0.420,0.825,0.279,1.022,113.005
'[17:07:31.380]',0.505,0.420,0.825,0.277,1.022,110.856
'[17:07:31.388]',0.505,0.415,0.825,0.275,1.021,108.863
'[17:07:31.396]',0.505,0.415,0.820,0.272,1.022,106.949
'[17:07:31.404]',0.505,0.415,0.820,0.270,1.023,105.112
'[17:07:31.412]',0.505,0.415,0.820,0.267,1.026,103.237
'[17:07:31.420]',0.505,0.420,0.820,0.263,1.029,101.322
'[17:07:31.428]',0.500,0.420,0.815,0.259,1.031,99.173
'[17:07:31.436]',0.500,0.420,0.815,0.255,1.032,96.789
'[17:07:31.444]',0.500,0.425,0.811,0.251,1.035,94.249
'[17:07:31.452]',0.500,0.425,0.811,0.247,1.039,91.631
'[17:07:31.460]',0.500,0.425,0.811,0.244,1.046,88.974
'[17:07:31.468]',0.500,0.420,0.811,0.241,1.063,86.551
'[17:07:31.476]',0.500,0.420,0.811,0.237,1.098,84.363
'[17:07:31.484]',0.500,0.420,0.805,0.235,1.160,82.449
'[17:07:31.492]',0.500,0.420,0.811,0.232,1.254,80.690
'[17:07:31.500]',0.500,0.425,0.811,0.229,1.381,79.244
'[17:07:31.508]',0.495,0.425,0.811,0.227,1.541,78.111
'[17:07:31.516]',0.495,0.425,0.805,0.226,1.724,77.252
'[17:07:31.524]',0.495,0.425,0.805,0.224,1.923,76.626
'[17:07:31.532]',0.500,0.420,0.811,0.223,2.123,76.197
'[17:07:31.540]',0.500,0.420,0.811,0.222,2.291,75.923
'[17:07:31.548]',0.505,0.420,0.805,0.221,2.433,75.728
'[17:07:31.556]',0.505,0.420,0.805,0.220,2.575,75.689
'[17:07:31.564]',0.505,0.420,0.805,0.220,2.701,75.728
'[17:07:31.572]',0.505,0.420,0.811,0.219,2.804,75.884
'[17:07:31.580]',0.510,0.420,0.811,0.219,2.881,75.923
'[17:07:31.588]',0.520,0.415,0.815,0.219,2.934,76.001
'[17:07:31.596]',0.540,0.400,0.830,0.219,2.964,76.040
'[17:07:31.604]',0.565,0.380,0.845,0.219,2.976,76.001
'[17:07:31.612]',0.580,0.370,0.860,0.219,2.971,75.884
'[17:07:31.620]',0.595,0.360,0.870,0.219,2.953,75.610
'[17:07:31.628]',0.615,0.350,0.875,0.219,2.926,75.415
'[17:07:31.636]',0.625,0.345,0.835,0.220,2.891,75.181
'[17:07:31.644]',0.635,0.340,0.805,0.221,2.852,74.946
'[17:07:31.652]',0.625,0.345,0.790,0.222,2.810,74.555
'[17:07:31.660]',0.605,0.355,0.785,0.223,2.763,74.126
'[17:07:31.668]',0.570,0.370,0.790,0.224,2.712,73.618
'[17:07:31.676]',0.525,0.400,0.795,0.225,2.656,73.110
'[17:07:31.684]',0.495,0.420,0.795,0.226,2.594,72.563
'[17:07:31.692]',0.485,0.430,0.800,0.227,2.528,72.055
'[17:07:31.700]',0.480,0.430,0.800,0.227,2.456,71.547
'[17:07:31.708]',0.480,0.430,0.805,0.227,2.378,71.039
'[17:07:31.716]',0.480,0.430,0.811,0.227,2.296,70.570
'[17:07:31.724]',0.485,0.430,0.835,0.227,2.211,70.062
'[17:07:31.732]',0.545,0.400,0.845,0.226,2.124,69.554
'[17:07:31.740]',0.680,0.310,0.686,0.226,2.047,69.124
'[17:07:31.748]',0.885,0.145,0.305,0.226,1.977,68.694
'[17:07:31.756]',1.015,0.020,-0.095,0.226,1.901,68.225
'[17:07:31.764]',0.891,0.015,-0.246,0.226,1.828,67.795
'[17:07:31.772]',0.620,0.230,-0.141,0.225,1.760,67.366
'[17:07:31.780]',0.435,0.390,0.080,0.225,1.698,66.975
'[17:07:31.788]',0.395,0.455,0.380,0.224,1.644,66.623
'[17:07:31.796]',0.430,0.460,0.700,0.223,1.599,66.311
'[17:07:31.804]',0.455,0.445,0.910,0.223,1.563,65.881
'[17:07:31.812]',0.460,0.445,1.000,0.223,1.535,65.490
'[17:07:31.820]',0.460,0.445,1.035,0.222,1.512,65.060
'[17:07:31.828]',0.460,0.445,1.050,0.222,1.496,64.748
'[17:07:31.836]',0.465,0.440,1.061,0.222,1.483,64.357
'[17:07:31.844]',0.470,0.440,1.070,0.222,1.474,64.122
'[17:07:31.852]',0.475,0.435,1.081,0.222,1.467,63.810
'[17:07:31.860]',0.480,0.430,1.085,0.223,1.460,63.536
'[17:07:31.868]',0.490,0.425,1.090,0.224,1.454,63.185
'[17:07:31.876]',0.500,0.420,1.101,0.225,1.446,62.872
'[17:07:31.884]',0.505,0.415,1.105,0.226,1.437,62.559
'[17:07:31.892]',0.515,0.410,1.121,0.228,1.427,62.286
'[17:07:31.900]',0.525,0.405,1.141,0.230,1.416,62.051
'[17:07:31.908]',0.535,0.395,1.166,0.233,1.405,61.739
'[17:07:31.916]',0.545,0.390,1.195,0.235,1.392,61.504
'[17:07:31.924]',0.555,0.380,1.226,0.238,1.377,61.231
'[17:07:31.932]',0.565,0.375,1.260,0.242,1.362,60.996
'[17:07:31.940]',0.575,0.370,1.291,0.245,1.348,60.684
'[17:07:31.948]',0.580,0.365,1.311,0.249,1.335,60.371
'[17:07:31.956]',0.595,0.355,1.321,0.252,1.320,60.098
'[17:07:31.964]',0.600,0.350,1.311,0.255,1.301,60.176
'[17:07:31.972]',0.615,0.350,1.286,0.258,1.283,60.996
'[17:07:31.980]',0.620,0.345,1.246,0.262,1.263,63.224
'[17:07:31.988]',0.625,0.340,1.190,0.265,1.243,67.483
'[17:07:31.996]',0.625,0.340,1.121,0.269,1.225,73.500
'[17:07:32.004]',0.620,0.345,1.050,0.272,1.207,80.417
'[17:07:32.012]',0.610,0.350,0.985,0.276,1.191,87.802
'[17:07:32.020]',0.595,0.360,0.920,0.280,1.175,95.382
'[17:07:32.028]',0.580,0.365,0.875,0.283,1.160,103.002
'[17:07:32.036]',0.565,0.375,0.840,0.286,1.147,110.075
'[17:07:32.044]',0.555,0.385,0.815,0.289,1.137,115.936
'[17:07:32.052]',0.550,0.390,0.800,0.291,1.129,120.312
'[17:07:32.060]',0.540,0.395,0.795,0.294,1.119,123.243
'[17:07:32.068]',0.535,0.400,0.795,0.296,1.108,124.806
'[17:07:32.076]',0.530,0.405,0.795,0.297,1.096,125.119
'[17:07:32.084]',0.530,0.405,0.800,0.298,1.085,124.415
'[17:07:32.092]',0.530,0.405,0.800,0.298,1.075,123.126
'[17:07:32.100]',0.530,0.405,0.811,0.297,1.067,121.289
'[17:07:32.108]',0.530,0.405,0.811,0.296,1.060,119.179
'[17:07:32.116]',0.530,0.405,0.815,0.294,1.053,116.991
'[17:07:32.124]',0.525,0.410,0.815,0.293,1.047,114.803
'[17:07:32.132]',0.525,0.415,0.820,0.291,1.042,112.615
'[17:07:32.140]',0.525,0.415,0.820,0.290,1.040,110.544
'[17:07:32.148]',0.525,0.415,0.820,0.287,1.040,108.551
'[17:07:32.156]',0.525,0.415,0.820,0.285,1.039,106.636
'[17:07:32.164]',0.525,0.415,0.815,0.282,1.038,104.761
'[17:07:32.172]',0.515,0.415,0.811,0.279,1.037,102.807
'[17:07:32.180]',0.510,0.415,0.811,0.275,1.035,100.736
'[17:07:32.188]',0.510,0.420,0.811,0.272,1.032,98.509
'[17:07:32.196]',0.510,0.420,0.811,0.268,1.027,96.125
'[17:07:32.204]',0.510,0.420,0.805,0.265,1.023,93.546
'[17:07:32.212]',0.510,0.415,0.811,0.261,1.022,91.006
'[17:07:32.220]',0.505,0.415,0.811,0.258,1.031,88.505
'[17:07:32.228]',0.505,0.420,0.805,0.255,1.058,86.161
'[17:07:32.236]',0.505,0.420,0.805,0.252,1.109,84.168
'[17:07:32.244]',0.505,0.420,0.800,0.249,1.176,82.370
'[17:07:32.252]',0.505,0.425,0.800,0.246,1.266,80.807
'[17:07:32.260]',0.505,0.425,0.800,0.243,1.396,79.557
'[17:07:32.268]',0.505,0.425,0.800,0.241,1.559,78.502
'[17:07:32.276]',0.500,0.425,0.795,0.239,1.747,77.760
'[17:07:32.284]',0.500,0.425,0.795,0.237,1.946,77.173
'[17:07:32.292]',0.500,0.425,0.795,0.235,2.146,76.822
'[17:07:32.300]',0.505,0.425,0.800,0.234,2.334,76.548
'[17:07:32.308]',0.510,0.420,0.800,0.233,2.503,76.509
'[17:07:32.316]',0.510,0.420,0.800,0.232,2.647,76.509
'[17:07:32.324]',0.515,0.415,0.800,0.231,2.762,76.548
'[17:07:32.332]',0.515,0.415,0.800,0.231,2.850,76.626
'[17:07:32.340]',0.520,0.410,0.800,0.230,2.905,76.665
'[17:07:32.348]',0.540,0.400,0.811,0.230,2.935,76.744
'[17:07:32.356]',0.565,0.380,0.830,0.230,2.953,76.822
'[17:07:32.364]',0.590,0.365,0.840,0.230,2.958,76.744
'[17:07:32.372]',0.605,0.355,0.855,0.230,2.951,76.548
'[17:07:32.380]',0.615,0.350,0.865,0.230,2.933,76.314
'[17:07:32.388]',0.630,0.340,0.855,0.231,2.904,76.001
'[17:07:32.396]',0.640,0.335,0.820,0.232,2.869,75.689
'[17:07:32.404]',0.645,0.340,0.785,0.233,2.828,75.376
'[17:07:32.412]',0.630,0.345,0.775,0.234,2.782,74.985
'[17:07:32.420]',0.605,0.355,0.775,0.234,2.732,74.634
'[17:07:32.428]',0.565,0.380,0.780,0.235,2.677,74.165
'[17:07:32.436]',0.520,0.405,0.790,0.236,2.623,73.696
'[17:07:32.444]',0.495,0.420,0.790,0.236,2.566,73.110
'[17:07:32.452]',0.480,0.430,0.795,0.236,2.501,72.563
'[17:07:32.460]',0.475,0.430,0.800,0.237,2.430,72.055
'[17:07:32.468]',0.475,0.430,0.805,0.237,2.353,71.508
'[17:07:32.476]',0.480,0.430,0.815,0.237,2.272,71.000
'[17:07:32.484]',0.505,0.420,0.840,0.236,2.188,70.413
'[17:07:32.492]',0.575,0.385,0.851,0.236,2.103,69.945
'[17:07:32.500]',0.730,0.275,0.620,0.235,2.019,69.437
'[17:07:32.508]',0.940,0.105,0.210,0.235,1.936,68.929
'[17:07:32.516]',1.021,0.010,-0.146,0.235,1.860,68.538
'[17:07:32.524]',0.845,0.090,-0.230,0.234,1.790,68.108
'[17:07:32.532]',0.570,0.270,-0.090,0.234,1.727,67.756
'[17:07:32.540]',0.420,0.410,0.145,0.233,1.678,67.366
'[17:07:32.548]',0.400,0.455,0.450,0.232,1.638,66.936
'[17:07:32.556]',0.445,0.460,0.755,0.231,1.601,66.545
'[17:07:32.564]',0.465,0.445,0.936,0.230,1.569,66.115
'[17:07:32.572]',0.470,0.440,1.005,0.230,1.543,65.724
'[17:07:32.580]',0.470,0.440,1.035,0.229,1.522,65.373
'[17:07:32.588]',0.475,0.440,1.050,0.229,1.505,65.060
'[17:07:32.596]',0.485,0.435,1.065,0.229,1.494,64.787
'[17:07:32.604]',0.495,0.430,1.070,0.230,1.485,64.474
'[17:07:32.612]',0.505,0.425,1.075,0.231,1.477,64.240
'[17:07:32.620]',0.505,0.420,1.081,0.232,1.469,64.005
'[17:07:32.628]',0.510,0.415,1.085,0.233,1.460,63.693
'[17:07:32.636]',0.510,0.410,1.095,0.234,1.454,63.419
'[17:07:32.644]',0.515,0.405,1.105,0.236,1.448,63.106
'[17:07:32.652]',0.525,0.400,1.121,0.237,1.439,62.872
'[17:07:32.660]',0.535,0.395,1.135,0.239,1.428,62.598
'[17:07:32.668]',0.540,0.385,1.161,0.242,1.415,62.364
'[17:07:32.676]',0.545,0.385,1.190,0.245,1.401,62.130
'[17:07:32.684]',0.555,0.380,1.215,0.248,1.385,61.856
'[17:07:32.692]',0.565,0.375,1.250,0.252,1.369,61.622
'[17:07:32.700]',0.580,0.365,1.275,0.256,1.351,61.309
'[17:07:32.708]',0.595,0.360,1.291,0.260,1.332,61.035
'[17:07:32.716]',0.600,0.355,1.295,0.265,1.313,60.918
'[17:07:32.724]',0.610,0.350,1.281,0.271,1.293,61.192
'[17:07:32.732]',0.615,0.350,1.255,0.277,1.274,62.286
'[17:07:32.740]',0.615,0.350,1.210,0.283,1.259,65.177
'[17:07:32.748]',0.610,0.350,1.155,0.290,1.246,70.101
